,id,created_at,user-screen_name,user-name,text,user-location,user-id,lang,user-lang,geo,coordinates,place,is_extended,is_retweet
0,1313325316824276992,Tue Oct 06 03:48:50 +0000 2020,dimitricrusz,Dimitri,"You are the wind beneath my wings...

#instaweddings #viharamahadevipark #weddingsarees #veiledbride #purpleskies… https://t.co/TUqZAKGI8V",,185689224,en,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",True,False
1,1231077912050270208,Sat Feb 22 04:47:01 +0000 2020,HubaibMuzammil,Hubaib Muzammil,#silent #road #simply #charming #evening #eveningphotography #colombostreetstyle #streetphotography #walkpath… https://t.co/s6Z3YY9nkU,"Watadeniya, Sri Lanka",2437262480,und,,"{'type': 'Point', 'coordinates': [6.9179, 79.863]}","{'type': 'Point', 'coordinates': [79.863, 6.9179]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",True,False
2,1115654038211768325,Tue Apr 09 16:33:45 +0000 2019,reneHB1,René Reimann,#viharamahadevipark #colombo #srilanka #holiday @ Viharamahadevi Park https://t.co/OQOZdDR6f2,Bremen,390336040,hi,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
3,1079936490162081792,Tue Jan 01 03:04:58 +0000 2019,TharinduCP,Tharindu Premarathna,#Christmas #night #townhall #viharamahadevipark #colombo #decos #lighting #me #wifey #kavini #1am #amazing ❤️❤️🎆 @… https://t.co/ET7xCOCMaj,Avissawella,387668689,hi,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",True,False
4,1041012734937182208,Sat Sep 15 17:15:51 +0000 2018,Naveeth14,Naveeth Farook (නානා😉),#SliitWalk2018 #KeepingDreamsAlive #SLIIT #walk #SIS #viharamahadevipark #StudentInteractiveSociety #charity #fun… https://t.co/vzeNmctY71,Sri Lanka,2217103566,en,,"{'type': 'Point', 'coordinates': [6.91533765, 79.97251807]}","{'type': 'Point', 'coordinates': [79.97251807, 6.91533765]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",True,False
5,991689629219868672,Wed May 02 14:43:26 +0000 2018,armmoin,A h a m e d R i h a m🌐,Walk Like a King  #viharamahadevipark #victoriapark #srilanka #colombo #dog… https://t.co/BFZaUU2X8N,Sri Lanka,235923528,en,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
6,988981944464564226,Wed Apr 25 03:24:04 +0000 2018,armmoin,A h a m e d R i h a m🌐,#viharamahadevipark #victoriapark #srilanka #colombo #dog #love #tbt #animals #picoftheday… https://t.co/XKmoNzeVU3,Sri Lanka,235923528,und,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
7,943489317309173760,Wed Dec 20 14:32:37 +0000 2017,lakshithachirat,Lakshitha Chirath ,"S A V E _ W I L L P A T T U

#save_willpattu #december_14 #viharamahadevipark #captures @… https://t.co/2eUNqcPcNg","Mathugama, Sri Lanka",514117681,en,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
8,932254932203290624,Sun Nov 19 14:31:10 +0000 2017,nirosh_dulanga,Nɪʀᴏsʜ Dᴜʟᴀɴɢᴀ Dᴏᴅᴀᴍɢᴏᴅᴀ,#Feeling #Enjoy #Time #Viharamahadevipark #Dab #Moment #Awesome #Sky… https://t.co/ESIQmX9Zgy,Sri Lanka,547066032,und,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
9,910440841646428160,Wed Sep 20 09:49:46 +0000 2017,NiroDevilboy,Nirojan,#ViharamahadeviPark #bridge #trees #water #srilank #colombo #nature #park #touristplace @… https://t.co/hXYIPH5hE2,,629797736,und,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
10,887300711679225856,Tue Jul 18 13:19:09 +0000 2017,theSATHIworld,TheSATHIworld,Come join us! #rollerbladingclub happening every #tuesday at #viharamahadevipark 5pm onwards. @… https://t.co/Yg7uMkz8RE,"Colombo, Sri Lanka ",931333320,en,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
11,873406582037630977,Sat Jun 10 05:08:50 +0000 2017,verastah,Vera Stah,The flower of Buddha 🌸 #travelingwithvera #travelblogger #blogger #srilanka #viharamahadevipark… https://t.co/Ha67eTqhWN,Finland,286173409,en,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
12,823771049703550977,Tue Jan 24 05:54:57 +0000 2017,amsuhailahamed_,𝗦𝘂𝗵𝗮𝗶𝗹,"Duck walk
#duck #duckwalk #duckatpark #viharamahadevipark #colombopark #srilankatravel… https://t.co/6JGFcVgZtV",Colombo Sri Lanka,413995716,en,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
13,816671815762345984,Wed Jan 04 15:45:08 +0000 2017,SilvanaRees,Bana,And of course the main sight of the #park 😀🙏🏼 #Buddha #ViharamahadeviPark #Colombo #SriLanka… https://t.co/U2K22LjQ6c,"Manchester, England",61850227,en,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
14,816671375754674177,Wed Jan 04 15:43:23 +0000 2017,SilvanaRees,Bana,So happy to fly with you ma belle 😊💖🙏🏼😘 #Chile #France #friends #ViharamahadeviPark #park… https://t.co/JXceQQVD2Z,"Manchester, England",61850227,en,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
15,816670914326761477,Wed Jan 04 15:41:33 +0000 2017,SilvanaRees,Bana,Really beautiful park 😍 #ViharamahadeviPark #Colombo #SriLanka #park #bamboos #trees #lagoon… https://t.co/mHClwxZx4v,"Manchester, England",61850227,en,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
16,816670650144358400,Wed Jan 04 15:40:30 +0000 2017,SilvanaRees,Bana,Finding a relaxing spot for meditation... under the #tree 😯🙏🏼 #ViharamahadeviPark #park #Colombo… https://t.co/mRo3oLdFza,"Manchester, England",61850227,en,,"{'type': 'Point', 'coordinates': [6.91389, 79.8606]}","{'type': 'Point', 'coordinates': [79.8606, 6.91389]}","{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.650526, 5.921383], [79.650526, 9.835938], [81.878782, 9.835938], [81.878782, 5.921383]]]}, 'attributes': {}}",False,False
